"ONTOLOGY","GOID","Description","GeneRatio","BgRatio","pvalue","padj","qvalue","geneID","Gene_symbol","Count"
"BP","GO:0090287","regulation of cellular response to growth factor stimulus","1/35","385/18860",0.514476023501497,0.519554133542228,0.301679826761812,"3553","IL1B",1
"BP","GO:0046486","glycerolipid metabolic process","1/35","394/18860",0.522693551784989,0.527527339255257,0.306309479694883,"2181","ACSL3",1
"BP","GO:1902903","regulation of supramolecular fiber organization","1/35","395/18860",0.523598226629976,0.528114785578108,0.306650581215337,"5580","PRKCD",1
"BP","GO:0045786","negative regulation of cell cycle","1/35","399/18860",0.527200297784593,0.531420497212672,0.308570047251418,"1432","MAPK14",1
"BP","GO:0032970","regulation of actin filament-based process","1/35","402/18860",0.529884474587489,0.533797467630597,0.309950238414577,"5580","PRKCD",1
"BP","GO:0016236","macroautophagy","1/35","403/18860",0.530775906128796,0.534366641041107,0.310280729743188,"154","ADRB2",1
"BP","GO:0018193","peptidyl-amino acid modification","1/35","404/18860",0.531665695546659,0.534933462575218,0.310609855451514,"5580","PRKCD",1
"BP","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","1/35","411/18860",0.537848488013683,0.540821851890909,0.314028956857853,"5045","FURIN",1
"BP","GO:0001558","regulation of cell growth","1/35","414/18860",0.540473916381331,0.54312817748081,0.31536812800384,"2182","ACSL4",1
"BP","GO:0043254","regulation of protein-containing complex assembly","1/35","438/18860",0.560962139906721,0.563371179771351,0.327122255302402,"5580","PRKCD",1
"BP","GO:0048732","gland development","1/35","454/18860",0.574124992188334,0.576237039983019,0.334592834842083,"2194","FASN",1
"BP","GO:0072657","protein localization to membrane","1/35","458/18860",0.577355323894181,0.579124182116896,0.336269257918244,"2181","ACSL3",1
"BP","GO:0044772","mitotic cell cycle phase transition","1/35","461/18860",0.579762439545352,0.581182555747545,0.337464455415897,"4609","MYC",1
"BP","GO:1901987","regulation of cell cycle phase transition","1/35","468/18860",0.585327366837314,0.586402019285607,0.34049514414359,"1432","MAPK14",1
"BP","GO:0007015","actin filament organization","1/35","469/18860",0.586116489399335,0.586833451465878,0.340745655836214,"5580","PRKCD",1
"BP","GO:0048568","embryonic organ development","1/35","472/18860",0.588475114303359,0.588834817918459,0.341907752037018,"4609","MYC",1
"BP","GO:0016049","cell growth","1/35","499/18860",0.609123414800577,0.609123414800577,0.353688353898287,"2182","ACSL4",1
"CC","GO:0034774","secretory granule lumen","9/35","327/19944",3.72350001600418e-09,1.73072686051226e-07,1.28598899852304e-07,"240/383/2950/3934/4057/1432/5580/5836/5265","ALOX5/ARG1/GSTP1/LCN2/LTF/MAPK14/PRKCD/PYGL/SERPINA1",9
"CC","GO:0060205","cytoplasmic vesicle lumen","9/35","332/19944",4.2502964050592e-09,1.73072686051226e-07,1.28598899852304e-07,"240/383/2950/3934/4057/1432/5580/5836/5265","ALOX5/ARG1/GSTP1/LCN2/LTF/MAPK14/PRKCD/PYGL/SERPINA1",9
"CC","GO:0031983","vesicle lumen","9/35","333/19944",4.36317695927462e-09,1.73072686051226e-07,1.28598899852304e-07,"240/383/2950/3934/4057/1432/5580/5836/5265","ALOX5/ARG1/GSTP1/LCN2/LTF/MAPK14/PRKCD/PYGL/SERPINA1",9
"CC","GO:1904813","ficolin-1-rich granule lumen","5/35","125/19944",2.49183743004421e-06,7.41321635438151e-05,5.50827221378193e-05,"240/2950/1432/5836/5265","ALOX5/GSTP1/MAPK14/PYGL/SERPINA1",5
"CC","GO:0045277","respiratory chain complex IV","3/35","25/19944",1.10896014605582e-05,0.000263932514761285,0.00019611084688145,"9377/1349/1350","COX5A/COX7B/COX7C",3
"CC","GO:0101002","ficolin-1-rich granule","5/35","186/19944",1.7293991589874e-05,0.000342997499865835,0.000254858823429723,"240/2950/1432/5836/5265","ALOX5/GSTP1/MAPK14/PYGL/SERPINA1",5
"CC","GO:0070069","cytochrome complex","3/35","40/19944",4.67852727226725e-05,0.000795349636285432,0.0005909718659706,"9377/1349/1350","COX5A/COX7B/COX7C",3
"CC","GO:0035580","specific granule lumen","3/35","62/19944",0.000174417464392289,0.0025944597828353,0.00192777197486214,"383/3934/4057","ARG1/LCN2/LTF",3
"CC","GO:0005811","lipid droplet","3/35","107/19944",0.000867241641743294,0.0112834431767691,0.00838398254620611,"2181/2182/10280","ACSL3/ACSL4/SIGMAR1",3
"CC","GO:0098803","respiratory chain complex","3/35","115/19944",0.00106850650591035,0.0112834431767691,0.00838398254620611,"9377/1349/1350","COX5A/COX7B/COX7C",3
"CC","GO:0031968","organelle outer membrane","4/35","262/19944",0.00110628419044131,0.0112834431767691,0.00838398254620611,"2181/2182/5501/10280","ACSL3/ACSL4/PPP1CC/SIGMAR1",4
"CC","GO:0019867","outer membrane","4/35","264/19944",0.0011378262026994,0.0112834431767691,0.00838398254620611,"2181/2182/5501/10280","ACSL3/ACSL4/PPP1CC/SIGMAR1",4
"CC","GO:0042581","specific granule","3/35","160/19944",0.0027470659068817,0.025146218686071,0.0186844968565233,"383/3934/4057","ARG1/LCN2/LTF",3
"CC","GO:0030139","endocytic vesicle","4/35","361/19944",0.00354939345249385,0.0301698443461977,0.0224172218052243,"154/26253/1803/4057","ADRB2/CLEC4E/DPP4/LTF",4
"CC","GO:0005778","peroxisomal membrane","2/35","66/19944",0.00598121633098208,0.0444852964616792,0.0330540902501641,"2181/2182","ACSL3/ACSL4",2
"CC","GO:0031903","microbody membrane","2/35","66/19944",0.00598121633098208,0.0444852964616792,0.0330540902501641,"2181/2182","ACSL3/ACSL4",2
"CC","GO:0005741","mitochondrial outer membrane","3/35","232/19944",0.00773004975830857,0.05411034830816,0.0402058315602427,"2181/2182/5501","ACSL3/ACSL4/PPP1CC",3
"CC","GO:0035578","azurophil granule lumen","2/35","91/19944",0.01111028069807,0.073451300170574,0.0545768174642036,"383/5580","ARG1/PRKCD",2
"CC","GO:0031970","organelle envelope lumen","2/35","100/19944",0.013298517278575,0.0832907134816012,0.0618878366426758,"240/9377","ALOX5/COX5A",2
"CC","GO:0030135","coated vesicle","3/35","323/19944",0.018789368373349,0.104129335782534,0.0773716426867126,"154/5045/5265","ADRB2/FURIN/SERPINA1",3
"CC","GO:0005641","nuclear envelope lumen","1/35","11/19944",0.0191403122224004,0.104129335782534,0.0773716426867126,"240","ALOX5",1
"CC","GO:0031965","nuclear membrane","3/35","326/19944",0.0192508015732416,0.104129335782534,0.0773716426867126,"240/53343/10280","ALOX5/NUDT9/SIGMAR1",3
"CC","GO:0016363","nuclear matrix","2/35","131/19944",0.0221154462788415,0.114423395964441,0.0850204799735785,"240/5580","ALOX5/PRKCD",2
"CC","GO:0090571","RNA polymerase II transcription repressor complex","1/35","15/19944",0.0260118008307957,0.123767591459948,0.0919635354501163,"4609","MYC",1
"CC","GO:0045335","phagocytic vesicle","2/35","148/19944",0.0277349179948293,0.123767591459948,0.0919635354501163,"26253/4057","CLEC4E/LTF",2
"CC","GO:0005777","peroxisome","2/35","149/19944",0.0280817224320891,0.123767591459948,0.0919635354501163,"2181/2182","ACSL3/ACSL4",2
"CC","GO:0042579","microbody","2/35","149/19944",0.0280817224320891,0.123767591459948,0.0919635354501163,"2181/2182","ACSL3/ACSL4",2
"CC","GO:0005766","primary lysosome","2/35","155/19944",0.030199294851559,0.12392124439088,0.0920777048105611,"383/5580","ARG1/PRKCD",2
"CC","GO:0042582","azurophil granule","2/35","155/19944",0.030199294851559,0.12392124439088,0.0920777048105611,"383/5580","ARG1/PRKCD",2
"CC","GO:0000164","protein phosphatase type 1 complex","1/35","20/19944",0.0345354237153257,0.136990514070792,0.101788617266223,"5501","PPP1CC",1
"CC","GO:0005775","vacuolar lumen","2/35","179/19944",0.0392745018517488,0.147317422050548,0.109461861585547,"383/5580","ARG1/PRKCD",2
"CC","GO:0071682","endocytic vesicle lumen","1/35","23/19944",0.0396147689547692,0.147317422050548,0.109461861585547,"4057","LTF",1
"CC","GO:0031258","lamellipodium membrane","1/35","24/19944",0.0413021080987169,0.14893790496204,0.110665935575509,"1803","DPP4",1
"CC","GO:0044233","mitochondria-associated endoplasmic reticulum membrane contact site","1/35","25/19944",0.0429865672461337,0.150452985361468,0.11179169190945,"2182","ACSL4",1
"CC","GO:0005819","spindle","3/35","452/19944",0.0443229743480092,0.150698112783231,0.111973829931813,"154/1432/4609","ADRB2/MAPK14/MYC",3
"CC","GO:0001891","phagocytic cup","1/35","30/19944",0.0513658297633467,0.165422550045316,0.122914588268966,"26253","CLEC4E",1
"CC","GO:0030666","endocytic vesicle membrane","2/35","208/19944",0.0514339021149303,0.165422550045316,0.122914588268966,"154/26253","ADRB2/CLEC4E",2
"CC","GO:0036019","endolysosome","1/35","31/19944",0.0530331088613819,0.166077367223801,0.123401139732855,"5580","PRKCD",1
"CC","GO:0098992","neuronal dense core vesicle","1/35","32/19944",0.0546975412015543,0.166897625717563,0.12401061972822,"154","ADRB2",1
"CC","GO:0005640","nuclear outer membrane","1/35","33/19944",0.0563591315017724,0.167668416217773,0.124583343319707,"10280","SIGMAR1",1
"CC","GO:0030136","clathrin-coated vesicle","2/35","223/19944",0.05818960290308,0.168891774279671,0.125492340022047,"154/5045","ADRB2/FURIN",2
"CC","GO:0030140","trans-Golgi network transport vesicle","1/35","39/19944",0.0662692537130697,0.187762885520364,0.139514218343305,"5045","FURIN",1
"CC","GO:0031045","dense core granule","1/35","47/19944",0.079325605565574,0.206404031240732,0.153365224451318,"154","ADRB2",1
"CC","GO:0000775","chromosome, centromeric region","2/35","267/19944",0.0796222165424451,0.206404031240732,0.153365224451318,"5501/7153","PPP1CC/TOP2A",2
"CC","GO:0000793","condensed chromosome","2/35","288/19944",0.0906038917314748,0.206404031240732,0.153365224451318,"5501/7153","PPP1CC/TOP2A",2
"CC","GO:0032154","cleavage furrow","1/35","55/19944",0.0922045357533526,0.206404031240732,0.153365224451318,"5501","PPP1CC",1
"CC","GO:1904724","tertiary granule lumen","1/35","55/19944",0.0922045357533526,0.206404031240732,0.153365224451318,"4057","LTF",1
"CC","GO:0045121","membrane raft","2/35","291/19944",0.0922082717669666,0.206404031240732,0.153365224451318,"1803/5045","DPP4/FURIN",2
"CC","GO:0098857","membrane microdomain","2/35","293/19944",0.0932825899137194,0.206404031240732,0.153365224451318,"1803/5045","DPP4/FURIN",2
"CC","GO:0005637","nuclear inner membrane","1/35","56/19944",0.0938020439864783,0.206404031240732,0.153365224451318,"10280","SIGMAR1",1
"CC","GO:0044232","organelle membrane contact site","1/35","56/19944",0.0938020439864783,0.206404031240732,0.153365224451318,"2182","ACSL4",1
"CC","GO:0001673","male germ cell nucleus","1/35","57/19944",0.0953968211616828,0.206404031240732,0.153365224451318,"7153","TOP2A",1
"CC","GO:0008287","protein serine/threonine phosphatase complex","1/35","57/19944",0.0953968211616828,0.206404031240732,0.153365224451318,"5501","PPP1CC",1
"CC","GO:0098636","protein complex involved in cell adhesion","1/35","57/19944",0.0953968211616828,0.206404031240732,0.153365224451318,"3957","LGALS2",1
"CC","GO:1903293","phosphatase complex","1/35","57/19944",0.0953968211616828,0.206404031240732,0.153365224451318,"5501","PPP1CC",1
"CC","GO:0000791","euchromatin","1/35","63/19944",0.104908385270366,0.222930318699528,0.165644818847947,"4609","MYC",1
"CC","GO:0031093","platelet alpha granule lumen","1/35","67/19944",0.111195378134397,0.231353257412553,0.17190334916103,"5265","SERPINA1",1
"CC","GO:0032153","cell division site","1/35","68/19944",0.112760411175866,0.231353257412553,0.17190334916103,"5501","PPP1CC",1
"CC","GO:0043073","germ cell nucleus","1/35","72/19944",0.118993816211552,0.240004476765674,0.178331499763968,"7153","TOP2A",1
"CC","GO:0030669","clathrin-coated endocytic vesicle membrane","1/35","76/19944",0.125184670431479,0.2482829296891,0.184482672214811,"154","ADRB2",1
"CC","GO:0017053","transcription repressor complex","1/35","81/19944",0.132863830522371,0.253851150028577,0.188620049556837,"4609","MYC",1
"CC","GO:0030670","phagocytic vesicle membrane","1/35","82/19944",0.134391785309247,0.253851150028577,0.188620049556837,"26253","CLEC4E",1
"CC","GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane","1/35","82/19944",0.134391785309247,0.253851150028577,0.188620049556837,"5265","SERPINA1",1
"CC","GO:0005758","mitochondrial intermembrane space","1/35","89/19944",0.145014475721872,0.269636290795355,0.200348946721007,"9377","COX5A",1
"CC","GO:0031091","platelet alpha granule","1/35","91/19944",0.148026197754958,0.271001808197539,0.201363572654518,"5265","SERPINA1",1
"CC","GO:0045334","clathrin-coated endocytic vesicle","1/35","94/19944",0.152524466180314,0.27333141545624,0.203094550184203,"154","ADRB2",1
"CC","GO:0030134","COPII-coated ER to Golgi transport vesicle","1/35","95/19944",0.154018755534656,0.27333141545624,0.203094550184203,"5265","SERPINA1",1
"CC","GO:0005798","Golgi-associated vesicle","1/35","97/19944",0.156999659648018,0.27333141545624,0.203094550184203,"5045","FURIN",1
"CC","GO:0045171","intercellular bridge","1/35","98/19944",0.158486282911601,0.27333141545624,0.203094550184203,"154","ADRB2",1
"CC","GO:0098687","chromosomal region","2/35","413/19944",0.16333657932587,0.276688143953865,0.20558871377377,"5501/7153","PPP1CC/TOP2A",2
"CC","GO:0005925","focal adhesion","2/35","423/19944",0.169557426125896,0.276688143953865,0.20558871377377,"1803/5501","DPP4/PPP1CC",2
"CC","GO:0016324","apical plasma membrane","2/35","425/19944",0.170806756815815,0.276688143953865,0.20558871377377,"154/1803","ADRB2/DPP4",2
"CC","GO:0016607","nuclear speck","2/35","431/19944",0.174564601109118,0.276688143953865,0.20558871377377,"1432/5501","MAPK14/PPP1CC",2
"CC","GO:0005796","Golgi lumen","1/35","109/19944",0.17467197372401,0.276688143953865,0.20558871377377,"5045","FURIN",1
"CC","GO:0030055","cell-substrate junction","2/35","433/19944",0.175820414097767,0.276688143953865,0.20558871377377,"1803/5501","DPP4/PPP1CC",2
"CC","GO:0042470","melanosome","1/35","112/19944",0.179033504911324,0.276688143953865,0.20558871377377,"2194","FASN",1
"CC","GO:0048770","pigment granule","1/35","112/19944",0.179033504911324,0.276688143953865,0.20558871377377,"2194","FASN",1
"CC","GO:0005769","early endosome","2/35","448/19944",0.185286893416423,0.282681286109671,0.21004182249635,"154/4057","ADRB2/LTF",2
"CC","GO:0098839","postsynaptic density membrane","1/35","121/19944",0.191984181571707,0.289191362114343,0.214879030673196,"10280","SIGMAR1",1
"CC","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","1/35","138/19944",0.215907242775218,0.321162023628136,0.238634320962083,"5265","SERPINA1",1
"CC","GO:0030665","clathrin-coated vesicle membrane","1/35","140/19944",0.218676069400291,0.321264842699193,0.238710719033456,"154","ADRB2",1
"CC","GO:0099634","postsynaptic specialization membrane","1/35","150/19944",0.232378348361252,0.337231993353524,0.250574855742556,"10280","SIGMAR1",1
"CC","GO:0070820","tertiary granule","1/35","164/19944",0.251170039779623,0.354644885589879,0.263513227682882,"4057","LTF",1
"CC","GO:0005814","centriole","1/35","168/19944",0.256456499621574,0.354644885589879,0.263513227682882,"7153","TOP2A",1
"CC","GO:0030426","growth cone","1/35","171/19944",0.260397534693355,0.354644885589879,0.263513227682882,"10280","SIGMAR1",1
"CC","GO:0043197","dendritic spine","1/35","171/19944",0.260397534693355,0.354644885589879,0.263513227682882,"5501","PPP1CC",1
"CC","GO:0044309","neuron spine","1/35","172/19944",0.2617066980113,0.354644885589879,0.263513227682882,"5501","PPP1CC",1
"CC","GO:0000776","kinetochore","1/35","175/19944",0.265620695538565,0.354644885589879,0.263513227682882,"5501","PPP1CC",1
"CC","GO:0030427","site of polarized growth","1/35","176/19944",0.266920876410443,0.354644885589879,0.263513227682882,"10280","SIGMAR1",1
"CC","GO:0000781","chromosome, telomeric region","1/35","177/19944",0.268218821034362,0.354644885589879,0.263513227682882,"5501","PPP1CC",1
"CC","GO:0000922","spindle pole","1/35","185/19944",0.278522319828608,0.359656504789071,0.26723703142222,"1432","MAPK14",1
"CC","GO:0031256","leading edge membrane","1/35","185/19944",0.278522319828608,0.359656504789071,0.26723703142222,"1803","DPP4",1
"CC","GO:0000779","condensed chromosome, centromeric region","1/35","187/19944",0.281076091978013,0.359656504789071,0.26723703142222,"5501","PPP1CC",1
"CC","GO:0072686","mitotic spindle","1/35","194/19944",0.289945327956374,0.367058447093708,0.272736926633096,"154","ADRB2",1
"CC","GO:0030662","coated vesicle membrane","1/35","207/19944",0.30613560618347,0.38159088873817,0.283535025687804,"154","ADRB2",1
"CC","GO:0030027","lamellipodium","1/35","209/19944",0.308594372479508,0.38159088873817,0.283535025687804,"1803","DPP4",1
"CC","GO:0030496","midbody","1/35","211/19944",0.311044674013466,0.38159088873817,0.283535025687804,"5501","PPP1CC",1
"CC","GO:0055037","recycling endosome","1/35","214/19944",0.314704316738861,0.382140956040046,0.28394374442604,"4057","LTF",1
"CC","GO:0000228","nuclear chromosome","1/35","238/19944",0.343309416829891,0.412664854573303,0.306624040549823,"7153","TOP2A",1
"CC","GO:0090575","RNA polymerase II transcription regulator complex","1/35","258/19944",0.366257938949377,0.435846947349759,0.323849124965765,"4609","MYC",1
"CC","GO:0005802","trans-Golgi network","1/35","274/19944",0.384054038022745,0.452499312125809,0.336222399102768,"5045","FURIN",1
"CC","GO:0150034","distal axon","1/35","280/19944",0.390601619012708,0.455701888848159,0.338602022673555,"10280","SIGMAR1",1
"CC","GO:0005788","endoplasmic reticulum lumen","1/35","319/19944",0.43154230933707,0.494944021043445,0.367760263314015,"5265","SERPINA1",1
"CC","GO:0045211","postsynaptic membrane","1/35","320/19944",0.432556119231246,0.494944021043445,0.367760263314015,"10280","SIGMAR1",1
"CC","GO:0036064","ciliary basal body","1/35","338/19944",0.450507179746954,0.510574803713215,0.37937446715533,"154","ADRB2",1
"CC","GO:0014069","postsynaptic density","1/35","351/19944",0.46312748210442,0.519926135570057,0.386322825191374,"10280","SIGMAR1",1
"CC","GO:0031253","cell projection membrane","1/35","361/19944",0.472643357289579,0.525650088948223,0.390575917484748,"1803","DPP4",1
"CC","GO:0032279","asymmetric synapse","1/35","367/19944",0.478274019657196,0.52698711425191,0.391569372818757,"10280","SIGMAR1",1
"CC","GO:0099572","postsynaptic specialization","1/35","387/19944",0.496624270240647,0.541999674981148,0.402724216704259,"10280","SIGMAR1",1
"CC","GO:0009897","external side of plasma membrane","1/35","393/19944",0.502005999181016,0.541999674981148,0.402724216704259,"26253","CLEC4E",1
"CC","GO:0098791","Golgi apparatus subcompartment","1/35","397/19944",0.505562722041239,0.541999674981148,0.402724216704259,"5045","FURIN",1
"CC","GO:0098984","neuron to neuron synapse","1/35","403/19944",0.51085158010175,0.542779803858109,0.403303879027697,"10280","SIGMAR1",1
"CC","GO:0031252","cell leading edge","1/35","438/19944",0.540625240105997,0.569331005067377,0.423032325746658,"1803","DPP4",1
"CC","GO:0097060","synaptic membrane","1/35","449/19944",0.549613532235232,0.569588844376459,0.423223909134211,"10280","SIGMAR1",1
"CC","GO:0030133","transport vesicle","1/35","451/19944",0.55122930854511,0.569588844376459,0.423223909134211,"5045","FURIN",1
"CC","GO:0005765","lysosomal membrane","1/35","462/19944",0.560015922622233,0.569588844376459,0.423223909134211,"1803","DPP4",1
"CC","GO:0098852","lytic vacuole membrane","1/35","462/19944",0.560015922622233,0.569588844376459,0.423223909134211,"1803","DPP4",1
"CC","GO:0031012","extracellular matrix","1/35","496/19944",0.586130918644462,0.586875746793754,0.4360686663483,"5265","SERPINA1",1
"CC","GO:0030312","external encapsulating structure","1/35","497/19944",0.586875746793754,0.586875746793754,0.4360686663483,"5265","SERPINA1",1
"MF","GO:0002020","protease binding","4/35","139/18662",0.000128985327307747,0.016695097567379,0.00957724895260396,"1803/5045/3934/5265","DPP4/FURIN/LCN2/SERPINA1",4
"MF","GO:0047676","arachidonate-CoA ligase activity","2/35","11/18662",0.000185954866724244,0.016695097567379,0.00957724895260396,"2181/2182","ACSL3/ACSL4",2
"MF","GO:0004129","cytochrome-c oxidase activity","2/35","15/18662",0.000353335398251408,0.016695097567379,0.00957724895260396,"9377/1349","COX5A/COX7B",2
"MF","GO:0004467","long-chain fatty acid-CoA ligase activity","2/35","15/18662",0.000353335398251408,0.016695097567379,0.00957724895260396,"2181/2182","ACSL3/ACSL4",2
"MF","GO:0004029","aldehyde dehydrogenase (NAD+) activity","2/35","22/18662",0.000770956184341182,0.0226516211576698,0.0129942466123085,"231/216","AKR1B1/ALDH1A1",2
"MF","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity","2/35","23/18662",0.000843387213699361,0.0226516211576698,0.0129942466123085,"231/216","AKR1B1/ALDH1A1",2
"MF","GO:0015645","fatty acid ligase activity","2/35","25/18662",0.00099771261286691,0.0226516211576698,0.0129942466123085,"2181/2182","ACSL3/ACSL4",2
"MF","GO:0120515","fatty acid-CoA ligase activity","2/35","25/18662",0.00099771261286691,0.0226516211576698,0.0129942466123085,"2181/2182","ACSL3/ACSL4",2
"MF","GO:0016405","CoA-ligase activity","2/35","27/18662",0.00116457982867634,0.0226516211576698,0.0129942466123085,"2181/2182","ACSL3/ACSL4",2
"MF","GO:0009055","electron transfer activity","3/35","117/18662",0.0013579523363238,0.0226516211576698,0.0129942466123085,"231/9377/1349","AKR1B1/COX5A/COX7B",3
"MF","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","2/35","30/18662",0.00143819816874094,0.0226516211576698,0.0129942466123085,"231/216","AKR1B1/ALDH1A1",2
"MF","GO:0016878","acid-thiol ligase activity","2/35","30/18662",0.00143819816874094,0.0226516211576698,0.0129942466123085,"2181/2182","ACSL3/ACSL4",2
"MF","GO:0019887","protein kinase regulator activity","4/35","274/18662",0.0016636745368981,0.0241872682672108,0.013875180348219,"2950/4057/5292/5580","GSTP1/LTF/PIM1/PRKCD",4
"MF","GO:0019207","kinase regulator activity","4/35","308/18662",0.00254547505756267,0.0289690866546571,0.0166183008935098,"2950/4057/5292/5580","GSTP1/LTF/PIM1/PRKCD",4
"MF","GO:0016877","ligase activity, forming carbon-sulfur bonds","2/35","40/18662",0.00254870050379407,0.0289690866546571,0.0166183008935098,"2181/2182","ACSL3/ACSL4",2
"MF","GO:0001530","lipopolysaccharide binding","2/35","41/18662",0.00267625712007514,0.0289690866546571,0.0166183008935098,"4057/23643","LTF/LY96",2
"MF","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","2/35","41/18662",0.00267625712007514,0.0289690866546571,0.0166183008935098,"231/216","AKR1B1/ALDH1A1",2
"MF","GO:0030295","protein kinase activator activity","3/35","150/18662",0.00275896063377687,0.0289690866546571,0.0166183008935098,"4057/5292/5580","LTF/PIM1/PRKCD",3
"MF","GO:0005506","iron ion binding","3/35","154/18662",0.00297194926304968,0.0295630742482311,0.0169590456561838,"240/3934/4057","ALOX5/LCN2/LTF",3
"MF","GO:0019209","kinase activator activity","3/35","160/18662",0.00331001341288564,0.0312796267517693,0.0179437569224853,"4057/5292/5580","LTF/PIM1/PRKCD",3
"MF","GO:0004866","endopeptidase inhibitor activity","3/35","170/18662",0.00392421253990941,0.0351421035890986,0.0201594913376617,"5045/4057/5265","FURIN/LTF/SERPINA1",3
"MF","GO:0038187","pattern recognition receptor activity","2/35","53/18662",0.00443450316163826,0.0351421035890986,0.0201594913376617,"26253/23643","CLEC4E/LY96",2
"MF","GO:0004252","serine-type endopeptidase activity","3/35","178/18662",0.00446248934464744,0.0351421035890986,0.0201594913376617,"1803/5045/4057","DPP4/FURIN/LTF",3
"MF","GO:0030414","peptidase inhibitor activity","3/35","178/18662",0.00446248934464744,0.0351421035890986,0.0201594913376617,"5045/4057/5265","FURIN/LTF/SERPINA1",3
"MF","GO:0031406","carboxylic acid binding","3/35","186/18662",0.00504358312674189,0.0377684518057699,0.0216661127039504,"5045/2950/5836","FURIN/GSTP1/PYGL",3
"MF","GO:0043177","organic acid binding","3/35","188/18662",0.00519566003677257,0.0377684518057699,0.0216661127039504,"5045/2950/5836","FURIN/GSTP1/PYGL",3
"MF","GO:0008236","serine-type peptidase activity","3/35","196/18662",0.0058316093656578,0.0408212655596046,0.0234173787392886,"1803/5045/4057","DPP4/FURIN/LTF",3
"MF","GO:0061135","endopeptidase regulator activity","3/35","199/18662",0.00608161403772654,0.0410508947546541,0.0235491069881892,"5045/4057/5265","FURIN/LTF/SERPINA1",3
"MF","GO:0017171","serine hydrolase activity","3/35","202/18662",0.00633797307974704,0.0413061004162824,0.0236955073398891,"1803/5045/4057","DPP4/FURIN/LTF",3
"MF","GO:0015453","oxidoreduction-driven active transmembrane transporter activity","2/35","68/18662",0.00720299550760399,0.0451729974362112,0.0259137774209399,"9377/1349","COX5A/COX7B",2
"MF","GO:0030145","manganese ion binding","2/35","69/18662",0.00740932762181242,0.0451729974362112,0.0259137774209399,"383/5292","ARG1/PIM1",2
"MF","GO:0140313","molecular sequestering activity","2/35","75/18662",0.00870288365630092,0.0501184299350673,0.0287507562423388,"3934/4792","LCN2/NFKBIA",2
"MF","GO:0042277","peptide binding","3/35","234/18662",0.00947823101927694,0.0501184299350673,0.0287507562423388,"154/5045/4792","ADRB2/FURIN/NFKBIA",3
"MF","GO:0033293","monocarboxylic acid binding","2/35","79/18662",0.00961743587866565,0.0501184299350673,0.0287507562423388,"2950/5836","GSTP1/PYGL",2
"MF","GO:0043539","protein serine/threonine kinase activator activity","2/35","79/18662",0.00961743587866565,0.0501184299350673,0.0287507562423388,"4057/5292","LTF/PIM1",2
"MF","GO:0004857","enzyme inhibitor activity","4/35","451/18662",0.00974666107341475,0.0501184299350673,0.0287507562423388,"5045/2950/4057/5265","FURIN/GSTP1/LTF/SERPINA1",4
"MF","GO:0061134","peptidase regulator activity","3/35","237/18662",0.00981154448464281,0.0501184299350673,0.0287507562423388,"5045/4057/5265","FURIN/LTF/SERPINA1",3
"MF","GO:1901681","sulfur compound binding","3/35","266/18662",0.0133882400666624,0.0665888782262947,0.0381991337082058,"5045/2950/4057","FURIN/GSTP1/LTF",3
"MF","GO:0030246","carbohydrate binding","3/35","282/18662",0.0156415308438754,0.0739590714819893,0.0424270919668332,"26253/3957/5836","CLEC4E/LGALS2/PYGL",3
"MF","GO:0004867","serine-type endopeptidase inhibitor activity","2/35","102/18662",0.0156527135411618,0.0739590714819893,0.0424270919668332,"5045/5265","FURIN/SERPINA1",2
"MF","GO:0004935","adrenergic receptor activity","1/35","10/18662",0.0186016435203739,0.0765670757064741,0.043923190185279,"154","ADRB2",1
"MF","GO:0008239","dipeptidyl-peptidase activity","1/35","10/18662",0.0186016435203739,0.0765670757064741,0.043923190185279,"1803","DPP4",1
"MF","GO:0031956","medium-chain fatty acid-CoA ligase activity","1/35","10/18662",0.0186016435203739,0.0765670757064741,0.043923190185279,"2181","ACSL3",1
"MF","GO:0031957","very long-chain fatty acid-CoA ligase activity","1/35","10/18662",0.0186016435203739,0.0765670757064741,0.043923190185279,"2182","ACSL4",1
"MF","GO:0005536","D-glucose binding","1/35","11/18662",0.0204432123857387,0.0765670757064741,0.043923190185279,"5836","PYGL",1
"MF","GO:0008432","JUN kinase binding","1/35","11/18662",0.0204432123857387,0.0765670757064741,0.043923190185279,"2950","GSTP1",1
"MF","GO:0015643","toxic substance binding","1/35","11/18662",0.0204432123857387,0.0765670757064741,0.043923190185279,"2950","GSTP1",1
"MF","GO:0016717","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","1/35","11/18662",0.0204432123857387,0.0765670757064741,0.043923190185279,"3992","FADS1",1
"MF","GO:0022853","active monoatomic ion transmembrane transporter activity","2/35","118/18662",0.0205890417778639,0.0765670757064741,0.043923190185279,"9377/1349","COX5A/COX7B",2
