	logFC	AveExpr	t	P.Value	adj.P.Val	B
LOC100131128 /// TIMM8B	1.26000376506432	6.10078847247321	9.25895038650721	1.33927289476427e-17	7.07503408274161e-17	28.9658520382975
ALAS2	1.26213922610082	10.1745324760149	5.54198856334809	8.0034526295335e-08	1.97337916866995e-07	6.82434385371776
RHCE /// RHD	1.26731076882618	3.61206128416293	5.77781633347731	2.38897164496745e-08	6.19092160602488e-08	8.00086467375938
SIGLEC5	1.26753029270976	8.28105604786592	10.1148443053876	3.37160753166109e-20	2.09982859623979e-19	34.8950728685933
HIST1H3D	1.26840636742436	6.18046800308065	8.22958774941931	1.29425384592977e-14	5.49857411495688e-14	22.1701715859922
RSL24D1	1.26942856538843	4.48955121706624	7.28515547161155	4.83390209839063e-12	1.70067043040865e-11	16.332661301868
ETS2	1.27221633726839	5.83240210554292	11.1279722805364	2.20928004446031e-23	1.71757746767169e-22	42.168839086222
SERPINB2	1.27346084624781	3.78561244391013	8.55442633736112	1.54403056194133e-15	6.95168585898339e-15	24.2701881421458
SH3GLB1	1.27423121771152	8.2791006850323	14.5710812902857	1.0684562256732e-34	2.02947488627179e-33	68.0762201560189
PADI4	1.27599611915961	8.81993122201351	10.7485270330603	3.53470655189177e-22	2.51426170397529e-21	39.4165595877315
LY6G6F	1.27849663826395	4.21293925936958	6.93912727488894	3.80502723468437e-11	1.2383043069877e-10	14.3047467195052
POR	1.28250004235413	4.69660427560421	14.1083064402263	3.74205063372113e-33	6.21289133061158e-32	64.5372980289197
MYL9	1.28599273849658	4.93298652922429	8.01351929246603	5.19737194165543e-14	2.1327575944902e-13	20.7981844122078
ANKRD9	1.28645667170072	5.03620825058897	7.27690465385216	5.08124729316841e-12	1.78311733312466e-11	16.2835737657465
LOC162632 /// LOC220594 /// USP32 /// USP6	1.28672494000643	4.67050031860476	14.027681742	6.94762192763435e-33	1.11830618680255e-31	63.9215707602355
CHIT1	1.28932466211258	3.27650763704643	5.56637540174019	7.07456145752651e-08	1.75253858071746e-07	6.94427378363403
ITGAM	1.28965402190641	8.07297615112291	14.16853607873	2.35660710928469e-33	4.03981373709128e-32	64.9974517176475
SLC14A1	1.29388334089719	4.21865170002306	5.41412790934753	1.51855005060582e-07	3.62138705156094e-07	6.20220450251066
IER3	1.29424731623087	6.63147903797808	9.91151861460622	1.42434334447869e-19	8.47070452132733e-19	33.4666222508126
PPM1M	1.2947115719059	5.4608126082383	11.8984121892038	7.30399614170218e-26	6.73165343328654e-25	47.8427476306752
SESN3	1.29601382710777	6.02437446256082	5.44936928906278	1.27417411318315e-07	3.07424767561467e-07	6.37255868819376
LILRB3 /// LOC100291689	1.29707010487266	6.81334433469963	9.92523917909766	1.29282909850172e-19	7.73554025168089e-19	33.562647219218
TMEM120A	1.29840424273526	6.89648256635715	12.3042449061178	3.47382489027872e-27	3.53556665646067e-26	50.8698692458904
SLC25A40	1.30576477795627	5.16825098528877	7.91794152421729	9.55182256938611e-14	3.8504907324092e-13	20.1979033338226
LIMK2	1.30834571196945	5.51852108885841	13.4341831289669	6.54089525559242e-31	9.02432973191091e-30	59.3997406640128
WSB1	1.31397173221717	5.83941298955539	12.2213793173833	6.48146295411121e-27	6.45979527272392e-26	50.2499103065096
DNAJC25-GNG10 /// GNG10	1.32111907206707	9.34498176105074	11.0145828446251	5.07475602349839e-23	3.81134743188702e-22	41.3431717878053
CHPT1	1.32178926330317	8.78080680787086	10.0003989675878	7.59742005221742e-20	4.62659940480061e-19	34.0896161825957
P2RX1	1.32265306787668	6.17285595843182	11.1033972880558	2.64618226353492e-23	2.04564507114531e-22	41.9896682848225
GALNT4	1.32378867539414	4.75839194754867	9.68246617804457	7.12141563105672e-19	4.0190573647865e-18	31.8717438050133
FEM1C	1.32583175784835	4.61667528293461	10.9254289700156	9.74084267177589e-23	7.18203851616852e-22	40.6958628535395
JAK2	1.32738512626968	5.09135432088533	10.4225938332517	3.73037718940144e-21	2.46665346072572e-20	37.0784096455074
SIGLEC9	1.32838701589654	5.00934799272127	11.468488953723	1.79178843790951e-24	1.5168263356476e-23	44.6635664980063
CD55	1.32990393801602	9.30797085608471	15.2100171597786	7.8248181054114e-37	1.75917304094446e-35	72.9701763183963
CSGALNACT2	1.3325893876056	7.87986485259355	6.99201114333107	2.78705418425332e-11	9.1702641753479e-11	14.6105270759898
LIPN	1.33494705232854	3.82308915971616	8.54235502843011	1.67221917786425e-15	7.51402811442673e-15	24.191376179057
ERLIN1	1.3355959944302	4.8901016136851	11.2236081332966	1.09342572327108e-23	8.7283122054363e-23	42.8672479649751
MEF2A	1.3390565820849	5.56383480274301	12.2364327690123	5.78756178520944e-27	5.78503078151329e-26	50.3624649880529
CASP5	1.33984680855603	3.87453848210375	6.93799980045346	3.83030649423113e-11	1.24475884506838e-10	14.2982441651789
IL4R	1.34230395924302	4.59461171655331	12.2474300808237	5.32796122825761e-27	5.3334058601697e-26	50.4447110647451
COL17A1	1.3463150061689	3.40087487839149	7.28602066329538	4.80866359151009e-12	1.6926594582641e-11	16.337810718119
GBA	1.35820626956513	5.24141606095286	14.2309496497125	1.45922001090584e-33	2.53313205437502e-32	65.4744447377701
ITGA7	1.35897860141483	3.4619870036893	7.87336438452804	1.26695316149071e-13	5.05087083043126e-13	19.9193557448862
IL1RN	1.35980468818518	6.95343282861648	10.6656032784692	6.45247430964693e-22	4.52861989163245e-21	38.8193033135054
ST3GAL4	1.36015826569046	5.10083639118463	12.9793384186112	2.09611711623511e-29	2.57121199749985e-28	55.9510689291975
RAP1GAP	1.36345539316922	4.16706065642388	4.75080203324998	3.52797834160183e-06	7.34406420411771e-06	3.16068805323608
FLOT1	1.36553126510887	8.48690232681572	17.0872481734098	4.2914180897197e-43	1.77266589404867e-41	87.3235539664044
NSUN3	1.37335362697482	4.99664633145798	8.75405071081933	4.0960071966536e-16	1.92635948885142e-15	25.5818425454486
PPBP	1.37413350324056	10.3757544499011	7.77937004991222	2.29175551453741e-13	8.92366130788361e-13	19.3350263132942
ANKRD55	1.37575331459235	5.5528200115671	7.45030579539504	1.76783142490886e-12	6.40022179545936e-12	17.3225142304125
OSCAR	1.37718901700224	6.32635686892439	17.3343306623461	6.49930735434825e-44	3.07350003646662e-42	89.2030578268136
PLIN5	1.37960441915238	5.61499575441893	10.2811507675437	1.02911073795905e-20	6.63215444566276e-20	36.071865902827
XK	1.3802575520916	4.02289505231733	7.78058959456915	2.27425707632623e-13	8.86055725702782e-13	19.3425814094601
CDKN2C	1.3806427965811	4.11642668524647	10.9153077839128	1.04881713251541e-22	7.7247465925437e-22	40.6224842988769
CAPG	1.38526033386006	7.24691423478991	12.1254491264642	1.3327866856842e-26	1.30369733291535e-25	49.5333643594973
TMEM158	1.38539752200662	5.43559000473026	5.60962917884354	5.67884509843119e-08	1.42323979678153e-07	7.15797913922611
SLC11A1	1.38837148256587	5.66110955145119	12.2349659990037	5.85177902859006e-27	5.84070579316478e-26	50.3514966113323
SELP	1.38949902869837	5.2925427984538	8.27449594572916	9.67089740076234e-15	4.15497139580372e-14	22.4578695854378
GBA /// GBAP1	1.39223472678657	4.9738324297669	14.9550605725081	5.56841132928109e-36	1.17847520015063e-34	71.0167367517643
MPO	1.39408703959288	4.41718619295137	6.03155284870931	6.25618059777223e-09	1.71047170490128e-08	9.30758125229642
PCOLCE2	1.39411162114767	3.20359455106058	6.51500591421125	4.37638533923759e-10	1.31043119088001e-09	11.9090225968763
RNF182	1.39491686059512	3.29574156292524	4.53138189940537	9.33014739316375e-06	1.86412647654207e-05	2.22625111530293
HIST2H2AA3 /// HIST2H2AA4	1.40139323268307	9.66601429210847	13.1476774755521	5.82051411205681e-30	7.39097504932844e-29	57.225404472525
CLEC4E	1.40211567890729	7.25810762279796	11.3921045303284	3.15359879200517e-24	2.62429938310431e-23	44.102051105733
STXBP2	1.40503376784724	4.54805567322929	12.369337786989	2.12703931995916e-27	2.22333972819511e-26	51.3574886889443
CCNA1	1.40658393905756	3.38127448142678	5.80258680804941	2.09975830132893e-08	5.46622728633732e-08	8.12658822512787
MGAM	1.40778637148354	7.72050619000666	10.6246109015223	8.68332111055029e-22	6.0203774373148e-21	38.5246459597521
TFF3	1.41562569975239	3.84794712898446	7.17984862913051	9.11590565678703e-12	3.13008337949868e-11	15.7087976305318
ITPKC	1.41717065909558	4.86658284073218	8.81629971588127	2.69980837820034e-16	1.28917730148466e-15	25.9940069418851
EVI2A	1.42074355336003	5.18030223481061	7.94380162938909	8.10486877618277e-14	3.27876608839441e-13	20.359910793238
SAR1B	1.43018790839371	4.38191405041864	9.49685506855658	2.59436745981423e-18	1.41975879265333e-17	30.5910838702932
GAS7	1.43054935499241	6.08517261818275	13.5097311861464	3.67185618341554e-31	5.17000366523211e-30	59.9741201425331
EMB /// LOC647121	1.43091869797299	7.19402924938055	12.6379841389371	2.79431658704653e-28	3.08048695134696e-27	53.3754487113698
RAB13	1.43287163434447	3.98234951036674	12.3373820368653	2.70636771950108e-27	2.79902917837389e-26	51.1180361068272
GGH	1.43675201583048	4.09134594825765	9.17745024918896	2.34010136575954e-17	1.21011124170537e-16	28.4134610705121
WIPI1	1.43890017798106	6.18333612431741	12.7000698011711	1.74607478964341e-28	1.95634556087988e-27	53.8429956173858
SIAH2	1.44760909064517	8.23571139737318	7.03810040661323	2.12220838530872e-11	7.05721770032098e-11	14.8782585688649
ARL4A	1.44784404630521	4.50496698819835	9.45598092587855	3.44396045817399e-18	1.8712549018779e-17	30.3105322675117
PPP4R2	1.47313386887932	5.64833491912194	12.3041908388448	3.47523979357516e-27	3.53556665646067e-26	50.869464447353
QSOX1	1.4751879687021	5.77391080914314	17.1011782350352	3.85787510425157e-43	1.61301521889348e-41	87.4296024722438
NLRC4	1.47671119638663	4.35040725800321	15.9760185582122	2.15711300802342e-39	6.13747879502763e-38	78.8376877251673
CARD16	1.47679717820162	5.53371160419805	12.9292123264722	3.06832152546975e-29	3.71183768571488e-28	55.5721167497006
CPEB4	1.4768234333189	6.31027723517225	13.4889163753769	4.30515279224144e-31	6.02457810130604e-30	59.8158285326331
CISD2	1.47755024620531	5.79795694210074	6.62540979556257	2.33945374840173e-10	7.14867841033451e-10	12.5227683763551
FAR2	1.48315033896118	5.66577466995816	9.3240021568594	8.56517971467893e-18	4.57766463784516e-17	29.4083831086489
ATP8B4	1.48671072222385	5.24316640734876	7.50862234542719	1.23540780664123e-12	4.53732797543596e-12	17.6753204217064
EXOC6	1.49062683730548	5.32160651969116	13.4213288507747	7.215810876456e-31	9.87601101394387e-30	59.3020522051393
FCGR1A	1.49557996583722	4.70778876383038	13.1762273481822	4.68258371168662e-30	5.97923212495998e-29	57.4417762950041
PPP1R3D	1.49681865055093	5.70509206143187	15.0942953446282	1.90685269250095e-36	4.19079772835865e-35	72.0834854723957
DRAM1	1.50152704904093	3.99227451306623	12.0059950786808	3.2648939363758e-26	3.08791416851432e-25	48.6429146887668
RBX1	1.51365713122409	7.17774432134796	10.8534564509691	1.64695902304749e-22	1.19631334968609e-21	40.1745451821672
LRG1	1.52276632881218	8.8600782285719	12.9755399104194	2.15754238527463e-29	2.6418335956836e-28	55.9223439224999
C3AR1	1.52572033761649	8.37982115892459	9.37756306267363	5.92173678509934e-18	3.18973677418901e-17	29.7738093615343
UBE2J1	1.52872620524191	7.35934589810337	13.8248969374419	3.28980972289069e-32	5.06926410558685e-31	62.3742865756254
LTB4R	1.53057807279666	6.60483372973252	15.7801636942526	9.72704504381665e-39	2.61562148491964e-37	77.3381541384521
TPST1	1.5305929615338	4.7222846527496	9.09142595242338	4.20731606906886e-17	2.14335559328419e-16	27.8329067807512
TREML1	1.53181160378879	6.27629632132872	6.73356826042422	1.25833815543676e-10	3.92557995078703e-10	13.1308588245159
HBD	1.54034487279391	9.00456981058305	5.81154941677985	2.00378325553696e-08	5.22629965128069e-08	8.17217754409246
PLEK2	1.55019181951226	5.9455731240158	5.82939289686881	1.82529842061525e-08	4.78809153410817e-08	8.26309701943653
PECR	1.55449613125815	4.45494601017302	12.2932789165046	3.77289227715006e-27	3.8213770080381e-26	50.7877753002643
RAB32	1.56506488225256	7.43390949472593	18.225741124438	7.39455964391573e-47	4.92276655129419e-45	95.9531024076893
RAB20	1.56795174355573	6.7934107352141	9.87356069993449	1.86162509138622e-19	1.0994972654294e-18	33.2012528024755
C16orf7	1.57028234702506	6.30451338408005	16.3115072432034	1.6382537137419e-40	5.2248863791294e-39	81.4042173263291
PFKFB3	1.57542855503615	4.98508961081262	15.2471085381256	5.88141603179558e-37	1.33539303741796e-35	73.2543874644379
C9orf103	1.58059325923116	4.73078381658358	7.54973163693103	9.58689707834271e-13	3.54570405966537e-12	17.9250364473773
ADAM9	1.5874779346122	4.68441207751369	14.3488089362641	5.90024327338265e-34	1.0591091132352e-32	66.3755725928518
MOSC1	1.58952815545407	6.37708071995527	11.0161939735548	5.01523445284621e-23	3.7707744126279e-22	41.3548849466827
GRINA	1.59821088567872	6.12906678755925	16.7677980279891	4.94790458102741e-42	1.90423912263209e-40	84.8890303944921
GCLM	1.59890858120577	5.0021461637408	17.0895587604255	4.21627153611055e-43	1.75218023776424e-41	87.3411449727983
FBXO30	1.60144205082858	5.63469624179452	11.3625027170408	3.92494974128925e-24	3.25433861862399e-23	43.884730556062
ACN9	1.60686685807012	5.07016334491579	11.1945170423355	1.35452380104829e-23	1.07624214412377e-22	42.6546101660975
EMR1	1.60968112086357	6.1580723565125	8.81272313403544	2.76535419768996e-16	1.31863934169402e-15	25.9702858268457
CD24	1.6100240007609	7.35880144650483	5.41669217127073	1.49932766806889e-07	3.57720592204189e-07	6.21457098651932
SRPK1	1.6125812593477	6.84217247574276	19.9971732864554	1.25432553560095e-52	1.68645297992465e-50	109.18311272778
FUT7	1.61597290988302	5.70795992911728	12.7736267744154	9.9975581753653e-29	1.15409522573198e-27	54.3974694445703
MKNK1	1.62381952240097	5.07450846265412	14.8230912479064	1.53743177710962e-35	3.15633823222773e-34	70.0058380209297
S100A8	1.62888858015856	12.466487221751	28.9249113347628	2.17481139005193e-79	1.49126817015861e-75	170.459043067353
WDFY3	1.6312636027405	5.14606800362451	13.2886455924878	1.98702978285235e-30	2.61517528234521e-29	58.2944227897554
IFIT1B	1.6361087675345	5.08281071883396	5.20087334654929	4.31401346690843e-07	9.77890589837722e-07	5.1898445801446
BLOC1S1	1.63802694629817	6.50526043732538	16.5305537332976	3.0498458465233e-41	1.07245092151848e-39	83.0781039043725
PSMA6	1.64208320605505	7.60905312971092	12.3110713015368	3.29972333313179e-27	3.36699447846498e-26	50.9209811196026
ADM	1.64349054161609	7.49438425358097	13.0823379232067	9.57348183961293e-30	1.195982807212e-28	56.7304787885223
HMGB2	1.65179896187127	5.22432953814873	18.6535427949986	2.91566888475637e-48	2.29801626928442e-46	99.1726206293142
AGFG1	1.6519582052805	5.22246161232631	13.5514377460036	2.66924049069864e-31	3.80519377229118e-30	60.2913777197681
BATF	1.6524510300844	5.67282757736803	12.4368319102301	1.27834794026153e-27	1.35690895145098e-26	51.8636609401271
UBE2F	1.65300588180741	5.71042741661415	16.4587790636655	5.28965963534704e-41	1.79560376829577e-39	82.5298071829768
HIST1H2BD	1.65808640174967	6.43915811141486	11.7569979588823	2.09935842227069e-25	1.88173865379218e-24	46.7936631845315
CAMP	1.66262443518761	7.19895418227052	7.31963123417709	3.92266951014788e-12	1.38862905684481e-11	16.538150672241
SERPINB1	1.66661777729368	10.2092551757381	17.4801858501033	2.13632255976055e-44	1.03891941789206e-42	90.3109590148852
TXN	1.67831954213381	8.59505140394852	19.2246484547427	3.98348117883047e-50	3.84714513285078e-48	103.447390318365
ISCA1	1.68342810339316	6.28853347842557	7.21756691332671	7.26773846915426e-12	2.51691326681772e-11	15.9315865825162
PGD	1.68510882582009	8.88962271447266	15.6730970135617	2.21661354865824e-38	5.77920878446751e-37	76.5181340583692
PSTPIP2	1.68657773434748	7.4056915166663	13.5986254106828	1.86050422347509e-31	2.71435690646142e-30	60.6504696025627
F5	1.69333422807706	5.42131748384531	13.4735989078414	4.83986181429881e-31	6.75904938098715e-30	59.6993621650522
MS4A3	1.69422637231463	4.95519366751225	5.02558244934251	9.9448669304304e-07	2.18488369792862e-06	4.38192457205994
KIF1B	1.69526961445318	4.58045519195071	16.5506422580347	2.61432160442076e-41	9.2882918349809e-40	83.2315290084136
LMNB1	1.69930496177706	5.94184198140978	15.5714640344482	4.84521721467245e-38	1.23050572003737e-36	75.7395904999417
SLC26A8	1.70206644107192	3.91396942110089	14.0308535155428	6.78057804282426e-33	1.0939864385799e-31	63.9457879343603
GLRX	1.70943849945248	7.11797839331371	13.1219331962524	7.08154784931424e-30	8.89343838878164e-29	57.0303554743267
SLC22A4	1.72542874406922	8.06959621350197	18.1701365096933	1.12684800658044e-46	7.35885407725912e-45	95.5336200379497
MS4A4A	1.72813713099819	4.10874980021533	11.2278092439576	1.0601165007261e-23	8.48216901456107e-23	42.897969161908
KLHL2	1.72972109140623	5.33182371996959	8.72610803293559	4.93650730055562e-16	2.30897889221759e-15	25.397308741807
ANKRD34B	1.74068629746814	3.57249861711289	8.07992000684901	3.39745661178372e-14	1.41019128250611e-13	21.2176309194412
GGT1 /// GGT2 /// GGT3P /// GGTLC1 /// GGTLC2 /// GGTLC3	1.74571427813902	4.59071026928616	10.9996268272085	5.6619942813191e-23	4.2384601295857e-22	41.2344651386564
S100P	1.74714206324636	10.8416823295249	10.7849015490875	2.71327913124743e-22	1.94206210886885e-21	39.6790413973404
PLSCR1	1.74885103075537	7.41371157886296	12.9227899997093	3.221782255603e-29	3.88939452934327e-28	55.5235815241428
TBC1D8	1.7554848462404	5.6941216024344	12.8984078568641	3.87746885348882e-29	4.61593818200917e-28	55.3393557596182
IPO11 /// LRRC70	1.7566180788877	3.56908065291531	9.74073293700956	4.73575606032704e-19	2.70158729664414e-18	32.2759657047519
DHRS13	1.75960575073074	6.84215482998501	12.5819850402795	4.26888882947236e-28	4.68348331259072e-27	52.9541068720934
ELANE	1.77061661164168	4.64152467045386	6.34051675778809	1.16114938199468e-09	3.3708726978567e-09	10.9536878415197
PDCD10	1.77618377271036	6.41082129305271	12.2185548341313	6.62062208305598e-27	6.58891228207763e-26	50.2287950314057
GPR141	1.77675215350243	4.7926238886765	14.762752317474	2.44584423606918e-35	4.83318556966178e-34	69.5437185284583
CD163	1.8083961809617	6.33929387883794	7.75101965571113	2.7382165505112e-13	1.05839632958598e-12	19.1595922533044
NQO2	1.81664852223995	8.6301235797862	12.3871650293259	1.85948350926226e-27	1.95260006477968e-26	51.4911289059045
ZNF438	1.81798093661919	5.22173112230131	16.0393769572384	1.32541090287365e-39	3.81863132815319e-38	79.3226105787915
GPR97	1.81891559823247	6.6250804916808	15.7822900784764	9.56924211776606e-39	2.59352937555422e-37	77.3544382622513
CST7	1.82274704641313	10.3054283636538	13.8117669579935	3.63804042196115e-32	5.58077028487419e-31	62.2741762380467
MBOAT2	1.82518231872909	5.91353476422718	22.1531344802656	1.80560008817957e-59	5.89571419268919e-57	124.864713647471
RABGEF1	1.83704675580412	6.14172208562367	15.456016580883	1.17804711674855e-37	2.86449258139888e-36	74.8550997601588
AHSP	1.83707856716788	8.32770988694191	7.12290467504488	1.28163583578829e-11	4.36354365739837e-11	15.3738658026318
FKBP5	1.83873034485135	5.89278366998608	15.3843705868969	2.04476524166632e-37	4.85154161318545e-36	74.3061443962068
C20orf69 /// LOC100287060 /// LOC100287654 /// LOC100288169	1.83997093303119	5.02259132576047	9.01491306478825	7.07430252033061e-17	3.5485363849237e-16	27.3187421533274
GALNT14	1.8497231421295	4.06959381588064	11.3171708809134	5.48561829277106e-24	4.48864971760515e-23	43.5522455240487
MAP2K6	1.86442917511956	4.8574297088498	15.5163267775369	7.40604344050019e-38	1.85340291501861e-36	75.3171748185507
SOCS3	1.87084508984737	4.39874754724209	13.7800000871667	4.64057590909425e-32	7.05552749637678e-31	62.0320074086392
ROPN1L	1.88437041630642	7.55426673778315	15.276560016899	4.6884520790926e-37	1.0716238635446e-35	73.4800587220569
PGS1	1.89527283949546	5.32392233296653	18.846425180998	6.81871869355572e-49	5.63324747972428e-47	100.619446190487
CLEC1B	1.90151434149201	5.34840803518505	9.98247902924862	8.6252858736475e-20	5.22931788113182e-19	33.963828222772
METTL9	1.90920135181343	8.12165265222184	18.4401967840072	1.45961118779137e-47	1.06473977815803e-45	97.5688034831484
ATP11B	1.92467114730283	5.17597752085513	15.2672005189417	5.03868222488105e-37	1.14784863840563e-35	73.4083418002011
DYSF	1.93253197339781	7.64488872371692	16.3725220780176	1.02550884309033e-40	3.36455221869395e-39	81.8706378150566
LMNB1 /// PCIF1	1.93706415465822	4.94851138199694	11.6550319493446	4.48610976959883e-25	3.90867276875975e-24	46.0392225398332
PFKFB2	1.94323822864503	3.84748203620687	10.0589720083217	5.0150902720706e-20	3.09527218682161e-19	34.5013947179499
C20orf194 /// UBE2F	1.94875556329194	6.25703886078496	15.224730133407	6.98699379280827e-37	1.58118206063651e-35	73.0829136847686
SLC2A14 /// SLC2A3	1.95155433970714	7.64684037818747	19.6746550370823	1.38018533465266e-51	1.57732180661888e-49	106.795383682211
LILRA6	1.96644441686863	9.18293236617463	17.1568195389982	2.52140908918384e-43	1.10828859772651e-41	87.853096172404
DEFA4	1.97308198482127	6.81052521904178	5.34000318797971	2.19048501557571e-07	5.13158720594555e-07	5.84670320896682
TNFAIP6	1.97386521121327	8.83801861288832	12.0330550066724	2.66562785835514e-26	2.54571173046534e-25	48.8444482009032
UPP1	1.98143318581154	6.33646942096013	24.1781641510258	1.09932734459988e-65	9.42260950240175e-63	139.103525701578
CKAP4	2.00099081052077	8.98088101622901	20.2456301726451	1.99099149355928e-53	2.84421430652833e-51	111.015549016027
CRISP3	2.0065223012111	4.278495663506	8.64111363201908	8.6936534183487e-16	3.99546792825852e-15	24.8378601176331
MAPK14	2.01183021369556	7.48320925656819	21.8398964468312	1.72532009841065e-58	4.9293832978341e-56	122.618392650629
SMPDL3A	2.01371098435484	5.91396049165612	8.51967870365791	1.94220098273441e-15	8.67600790788914e-15	24.0434835417011
NAIP	2.03122446471021	7.23410868926991	13.1933811306147	4.10872798127482e-30	5.28584385883705e-29	57.5718134000417
NSUN7	2.03232351210141	5.00999896422993	12.8886459523043	4.1759207290819e-29	4.94547296015797e-28	55.2656134282934
CNIH4	2.03887525417196	6.30632819983829	19.0777490758087	1.19862945983605e-49	1.09586696081277e-47	102.350508765804
NDUFB3	2.04647718691605	6.03921878038278	18.4074672353884	1.86932368248495e-47	1.34925815692624e-45	97.322445822665
SLPI	2.05477594330445	7.34504624319721	10.1654841896132	2.35090674547418e-20	1.47620581993741e-19	35.2526197129671
RNASE3	2.06040140420777	5.59321080134281	9.13137060655309	3.20508814151924e-17	1.63765196619951e-16	28.1021596431827
METTL7B	2.06442484843139	3.91029194664192	9.1945510775595	2.08189892437022e-17	1.08230333012939e-16	28.5291774062224
ECHDC3	2.06954566138614	6.28692458774618	10.3738277011244	5.29590527356176e-21	3.46838800962875e-20	36.7308018412576
TP53I3	2.07522403968873	5.32680085268051	13.1417352023455	6.09006027720582e-30	7.69052363182326e-29	57.1803783417313
SORT1	2.07948568021901	5.23124751407975	15.3571498329798	2.52135545385852e-37	5.90066018672624e-36	74.0975714482689
CA1	2.11414496016457	6.28873500409208	9.7671294710578	3.93533041527658e-19	2.25812223075745e-18	32.4594278914409
DHRS9	2.11526786356742	8.18877817984171	9.2563872395176	1.36303157868318e-17	7.19145167385116e-17	28.9484449146219
ORM1 /// ORM2	2.11581409422218	6.25081570754916	7.48879668497557	1.39572146791746e-12	5.10152564259596e-12	17.5551887182049
IL18RAP	2.11673995051239	6.88019837172641	16.3699009909694	1.04635193292939e-40	3.40771853778624e-39	81.8506037240051
SIPA1L2	2.11750690373415	6.51656789594744	13.3662124751853	1.09924270658574e-30	1.48084621592504e-29	58.8833228431337
AIM2	2.1445926899684	6.91363830442352	11.3927532651072	3.13850709161583e-24	2.61491411023205e-23	44.1068155814138
